year_aot,month_aot,PM2.5_aot,station_aot,year_chang,month_chang,PM2.5_chang,station_chang
2013,3,149,Aotizhongxin,2013,3,129,Changping
2013,3,150,Aotizhongxin,2013,3,128,Changping
2013,3,114,Aotizhongxin,2013,3,150,Changping
2013,3,106,Aotizhongxin,2013,3,152,Changping
2013,3,113,Aotizhongxin,2013,3,150,Changping
2013,3,132,Aotizhongxin,2013,3,148,Changping
2013,3,149,Aotizhongxin,2013,3,148,Changping
2013,3,144,Aotizhongxin,2013,3,155,Changping
2013,3,156,Aotizhongxin,2013,3,169,Changping
2013,3,174,Aotizhongxin,2013,3,174,Changping
2013,3,152,Aotizhongxin,2013,3,172,Changping
2013,3,113,Aotizhongxin,2013,3,159,Changping
2013,3,89,Aotizhongxin,2013,3,150,Changping
2013,3,106,Aotizhongxin,2013,3,132,Changping
2013,3,125,Aotizhongxin,2013,3,123,Changping
2013,3,117,Aotizhongxin,2013,3,121,Changping
2013,3,112,Aotizhongxin,2013,3,130,Changping
2013,3,140,Aotizhongxin,2013,3,126,Changping
2013,3,146,Aotizhongxin,2013,3,124,Changping
2013,3,115,Aotizhongxin,2013,3,124,Changping
2013,3,120,Aotizhongxin,2013,3,100,Changping
2013,3,116,Aotizhongxin,2013,3,122,Changping
2013,3,123,Aotizhongxin,2013,3,129,Changping
2013,3,130,Aotizhongxin,2013,3,119,Changping
2013,3,132,Aotizhongxin,2013,3,150,Changping
2013,3,129,Aotizhongxin,2013,3,136,Changping
2013,3,139,Aotizhongxin,2013,3,128,Changping
2013,3,135,Aotizhongxin,2013,3,156,Changping
2013,3,133,Aotizhongxin,2013,3,180,Changping
2013,3,141,Aotizhongxin,2013,3,210,Changping
2013,3,124,Aotizhongxin,2013,3,201,Changping
2013,3,137,Aotizhongxin,2013,3,203,Changping
2013,3,160,Aotizhongxin,2013,3,185,Changping
2013,3,140,Aotizhongxin,2013,3,203,Changping
2013,3,88,Aotizhongxin,2013,3,47,Changping
2013,3,50,Aotizhongxin,2013,3,9,Changping
2013,3,22,Aotizhongxin,2013,3,3,Changping
2013,3,10,Aotizhongxin,2013,3,13,Changping
2013,3,10,Aotizhongxin,2013,3,8,Changping
2013,3,7,Aotizhongxin,2013,3,6,Changping
2013,3,11,Aotizhongxin,2013,3,7,Changping
2013,3,20,Aotizhongxin,2013,3,8,Changping
2013,3,16,Aotizhongxin,2013,3,3,Changping
2013,3,14,Aotizhongxin,2013,3,3,Changping
2013,3,12,Aotizhongxin,2013,3,3,Changping
2013,3,17,Aotizhongxin,2013,3,3,Changping
2013,3,15,Aotizhongxin,2013,3,14,Changping
2013,3,3,Aotizhongxin,2013,3,17,Changping
2013,3,23,Aotizhongxin,2013,3,17,Changping
2013,3,31,Aotizhongxin,2013,3,26,Changping
2013,3,35,Aotizhongxin,2013,3,38,Changping
2013,3,37,Aotizhongxin,2013,3,39,Changping
2013,3,42,Aotizhongxin,2013,3,50,Changping
2013,3,62,Aotizhongxin,2013,3,54,Changping
2013,3,71,Aotizhongxin,2013,3,61,Changping
2013,3,60,Aotizhongxin,2013,3,76,Changping
2013,3,65,Aotizhongxin,2013,3,80,Changping
2013,3,49,Aotizhongxin,2013,3,73,Changping
2013,3,72,Aotizhongxin,2013,3,58,Changping
2013,3,73,Aotizhongxin,2013,3,56,Changping
2013,3,69,Aotizhongxin,2013,3,56,Changping
2013,3,72,Aotizhongxin,2013,3,80,Changping
2013,3,84,Aotizhongxin,2013,3,98,Changping
2013,3,101,Aotizhongxin,2013,3,112,Changping
2013,3,111,Aotizhongxin,2013,3,117,Changping
2013,3,104,Aotizhongxin,2013,3,100,Changping
2013,3,108,Aotizhongxin,2013,3,110,Changping
2013,3,105,Aotizhongxin,2013,3,144,Changping
2013,3,105,Aotizhongxin,2013,3,158,Changping
2013,3,115,Aotizhongxin,2013,3,147,Changping
2013,3,119,Aotizhongxin,2013,3,160,Changping
2013,3,115,Aotizhongxin,2013,3,162,Changping
2013,3,119,Aotizhongxin,2013,3,175,Changping
2013,3,140,Aotizhongxin,2013,3,158,Changping
2013,3,162,Aotizhongxin,2013,3,132,Changping
2013,3,165,Aotizhongxin,2013,3,127,Changping
2013,3,180,Aotizhongxin,2013,3,128,Changping
2013,3,183,Aotizhongxin,2013,3,162,Changping
2013,3,182,Aotizhongxin,2013,3,136,Changping
2013,3,173,Aotizhongxin,2013,3,130,Changping
2013,3,166,Aotizhongxin,2013,3,128,Changping
2013,3,163,Aotizhongxin,2013,3,128,Changping
2013,3,137,Aotizhongxin,2013,3,130,Changping
2013,3,164,Aotizhongxin,2013,3,132,Changping
2013,3,172,Aotizhongxin,2013,3,145,Changping
2013,3,173,Aotizhongxin,2013,3,145,Changping
2013,3,3,Aotizhongxin,2013,3,204,Changping
2013,3,110,Aotizhongxin,2013,3,173,Changping
2013,3,227,Aotizhongxin,2013,3,176,Changping
2013,3,236,Aotizhongxin,2013,3,196,Changping
2013,3,256,Aotizhongxin,2013,3,200,Changping
2013,3,287,Aotizhongxin,2013,3,205,Changping
2013,3,278,Aotizhongxin,2013,3,264,Changping
2013,3,269,Aotizhongxin,2013,3,238,Changping
2013,3,286,Aotizhongxin,2013,3,254,Changping
2013,3,304,Aotizhongxin,2013,3,262,Changping
2013,3,312,Aotizhongxin,2013,3,265,Changping
2013,3,316,Aotizhongxin,2013,3,235,Changping
2013,3,353,Aotizhongxin,2013,3,236,Changping
2013,3,355,Aotizhongxin,2013,3,234,Changping
2013,3,328,Aotizhongxin,2013,3,237,Changping
2013,3,308,Aotizhongxin,2013,3,243,Changping
2013,3,304,Aotizhongxin,2013,3,243,Changping
2013,3,314,Aotizhongxin,2013,3,246,Changping
2013,3,276,Aotizhongxin,2013,3,298,Changping
2013,3,276,Aotizhongxin,2013,3,252,Changping
2013,3,275,Aotizhongxin,2013,3,251,Changping
2013,3,278,Aotizhongxin,2013,3,261,Changping
2013,3,272,Aotizhongxin,2013,3,262,Changping
2013,3,264,Aotizhongxin,2013,3,270,Changping
2013,3,270,Aotizhongxin,2013,3,280,Changping
2013,3,227,Aotizhongxin,2013,3,209,Changping
2013,3,183,Aotizhongxin,2013,3,148,Changping
2013,3,166,Aotizhongxin,2013,3,144,Changping
2013,3,150,Aotizhongxin,2013,3,147,Changping
2013,3,165,Aotizhongxin,2013,3,139,Changping
2013,3,185,Aotizhongxin,2013,3,133,Changping
2013,3,216,Aotizhongxin,2013,3,162,Changping
2013,3,188,Aotizhongxin,2013,3,263,Changping
2013,3,197,Aotizhongxin,2013,3,301,Changping
2013,3,228,Aotizhongxin,2013,3,253,Changping
2013,3,242,Aotizhongxin,2013,3,244,Changping
2013,3,210,Aotizhongxin,2013,3,280,Changping
2013,3,166,Aotizhongxin,2013,3,236,Changping
2013,3,162,Aotizhongxin,2013,3,226,Changping
2013,3,176,Aotizhongxin,2013,3,218,Changping
2013,3,217,Aotizhongxin,2013,3,212,Changping
2013,3,183,Aotizhongxin,2013,3,208,Changping
2013,3,180,Aotizhongxin,2013,3,210,Changping
2013,3,184,Aotizhongxin,2013,3,180,Changping
2013,3,206,Aotizhongxin,2013,3,216,Changping
2013,3,206,Aotizhongxin,2013,3,176,Changping
2013,3,257,Aotizhongxin,2013,3,195,Changping
2013,3,293,Aotizhongxin,2013,3,269,Changping
2013,3,322,Aotizhongxin,2013,3,249,Changping
2013,3,294,Aotizhongxin,2013,3,278,Changping
2013,3,332,Aotizhongxin,2013,3,308,Changping
2013,3,352,Aotizhongxin,2013,3,374,Changping
2013,3,362,Aotizhongxin,2013,3,330,Changping
2013,3,356,Aotizhongxin,2013,3,340,Changping
2013,3,344,Aotizhongxin,2013,3,349,Changping
2013,3,357,Aotizhongxin,2013,3,350,Changping
2013,3,364,Aotizhongxin,2013,3,368,Changping
2013,3,392,Aotizhongxin,2013,3,403,Changping
2013,3,423,Aotizhongxin,2013,3,394,Changping
2013,3,434,Aotizhongxin,2013,3,338,Changping
2013,3,450,Aotizhongxin,2013,3,379,Changping
2013,3,463,Aotizhongxin,2013,3,170,Changping
2013,3,308,Aotizhongxin,2013,3,25,Changping
2013,3,36,Aotizhongxin,2013,3,19,Changping
2013,3,30,Aotizhongxin,2013,3,20,Changping
2013,3,20,Aotizhongxin,2013,3,16,Changping
2013,3,3,Aotizhongxin,2013,3,6,Changping
2013,3,13,Aotizhongxin,2013,3,3,Changping
2013,3,6,Aotizhongxin,2013,3,6,Changping
2013,3,12,Aotizhongxin,2013,3,14,Changping
2013,3,14,Aotizhongxin,2013,3,14,Changping
2013,3,28,Aotizhongxin,2013,3,18,Changping
2013,3,78,Aotizhongxin,2013,3,34,Changping
2013,3,55,Aotizhongxin,2013,3,58,Changping
2013,3,38,Aotizhongxin,2013,3,44,Changping
2013,3,37,Aotizhongxin,2013,3,45,Changping
2013,3,31,Aotizhongxin,2013,3,41,Changping
2013,3,30,Aotizhongxin,2013,3,36,Changping
2013,3,31,Aotizhongxin,2013,3,28,Changping
2013,3,33,Aotizhongxin,2013,3,11,Changping
2013,3,31,Aotizhongxin,2013,3,30,Changping
2013,3,29,Aotizhongxin,2013,3,36,Changping
2013,3,32,Aotizhongxin,2013,3,30,Changping
2013,3,30,Aotizhongxin,2013,3,30,Changping
2013,3,34,Aotizhongxin,2013,3,12,Changping
2013,3,38,Aotizhongxin,2013,3,24,Changping
2013,3,51,Aotizhongxin,2013,3,34,Changping
2013,3,59,Aotizhongxin,2013,3,42,Changping
2013,3,60,Aotizhongxin,2013,3,68,Changping
2013,3,45,Aotizhongxin,2013,3,53,Changping
2013,3,50,Aotizhongxin,2013,3,77,Changping
2013,3,52,Aotizhongxin,2013,3,82,Changping
2013,3,45,Aotizhongxin,2013,3,56,Changping
2013,3,38,Aotizhongxin,2013,3,43,Changping
2013,3,28,Aotizhongxin,2013,3,23,Changping
2013,3,30,Aotizhongxin,2013,3,25,Changping
2013,3,38,Aotizhongxin,2013,3,22,Changping
2013,3,39,Aotizhongxin,2013,3,27,Changping
2013,3,65,Aotizhongxin,2013,3,20,Changping
2013,3,65,Aotizhongxin,2013,3,21,Changping
2013,3,68,Aotizhongxin,2013,3,5,Changping
2013,3,47,Aotizhongxin,2013,3,32,Changping
2013,3,40,Aotizhongxin,2013,3,27,Changping
2013,3,52,Aotizhongxin,2013,3,6,Changping
2013,3,52,Aotizhongxin,2013,3,7,Changping
2013,3,31,Aotizhongxin,2013,3,5,Changping
2013,3,23,Aotizhongxin,2013,3,10,Changping
2013,3,27,Aotizhongxin,2013,3,3,Changping
2013,3,39,Aotizhongxin,2013,3,8,Changping
2013,3,42,Aotizhongxin,2013,3,15,Changping
2013,3,24,Aotizhongxin,2013,3,45,Changping
2013,3,40,Aotizhongxin,2013,3,24,Changping
2013,3,27,Aotizhongxin,2013,3,34,Changping
2013,3,33,Aotizhongxin,2013,3,22,Changping
2013,3,51,Aotizhongxin,2013,3,27,Changping
2013,3,30,Aotizhongxin,2013,3,34,Changping
2013,3,37,Aotizhongxin,2013,3,20,Changping
2013,3,41,Aotizhongxin,2013,3,47,Changping
2013,3,59,Aotizhongxin,2013,3,39,Changping
2013,3,78,Aotizhongxin,2013,3,61,Changping
2013,3,69,Aotizhongxin,2013,3,81,Changping
2013,3,77,Aotizhongxin,2013,3,69,Changping
2013,3,81,Aotizhongxin,2013,3,74,Changping
2013,3,106,Aotizhongxin,2013,3,82,Changping
2013,3,92,Aotizhongxin,2013,3,89,Changping
2013,3,112,Aotizhongxin,2013,3,90,Changping
2013,3,97,Aotizhongxin,2013,3,94,Changping
2013,3,103,Aotizhongxin,2013,3,93,Changping
2013,3,78,Aotizhongxin,2013,3,95,Changping
2013,3,73,Aotizhongxin,2013,3,107,Changping
2013,3,73,Aotizhongxin,2013,3,84,Changping
2013,3,112,Aotizhongxin,2013,3,80,Changping
2013,3,116,Aotizhongxin,2013,3,87,Changping
2013,3,120,Aotizhongxin,2013,3,92,Changping
2013,3,130,Aotizhongxin,2013,3,125,Changping
2013,3,142,Aotizhongxin,2013,3,140,Changping
2013,3,162,Aotizhongxin,2013,3,156,Changping
2013,3,178,Aotizhongxin,2013,3,133,Changping
2013,3,181,Aotizhongxin,2013,3,138,Changping
2013,3,187,Aotizhongxin,2013,3,138,Changping
2013,3,188,Aotizhongxin,2013,3,3,Changping
2013,3,187,Aotizhongxin,2013,3,102,Changping
2013,3,190,Aotizhongxin,2013,3,177,Changping
2013,3,202,Aotizhongxin,2013,3,176,Changping
2013,3,202,Aotizhongxin,2013,3,197,Changping
2013,3,205,Aotizhongxin,2013,3,193,Changping
2013,3,217,Aotizhongxin,2013,3,198,Changping
2013,3,228,Aotizhongxin,2013,3,177,Changping
2013,3,202,Aotizhongxin,2013,3,204,Changping
2013,3,172,Aotizhongxin,2013,3,81,Changping
2013,3,160,Aotizhongxin,2013,3,7,Changping
2013,3,117,Aotizhongxin,2013,3,3,Changping
2013,3,160,Aotizhongxin,2013,3,120,Changping
2013,3,65,Aotizhongxin,2013,3,3,Changping
2013,3,18,Aotizhongxin,2013,3,9,Changping
2013,3,26,Aotizhongxin,2013,3,8,Changping
2013,3,146,Aotizhongxin,2013,3,99,Changping
2013,3,142,Aotizhongxin,2013,3,94,Changping
2013,3,137,Aotizhongxin,2013,3,88,Changping
2013,3,63,Aotizhongxin,2013,3,21,Changping
2013,3,56,Aotizhongxin,2013,3,32,Changping
2013,3,75,Aotizhongxin,2013,3,55,Changping
2013,3,83,Aotizhongxin,2013,3,100,Changping
2013,3,66,Aotizhongxin,2013,3,106,Changping
2013,3,78,Aotizhongxin,2013,3,88,Changping
2013,3,76,Aotizhongxin,2013,3,87,Changping
2013,3,68,Aotizhongxin,2013,3,90,Changping
2013,3,66,Aotizhongxin,2013,3,88,Changping
2013,3,64,Aotizhongxin,2013,3,91,Changping
2013,3,59,Aotizhongxin,2013,3,82,Changping
2013,3,61,Aotizhongxin,2013,3,58,Changping
2013,3,64,Aotizhongxin,2013,3,60,Changping
2013,3,60,Aotizhongxin,2013,3,59,Changping
2013,3,51,Aotizhongxin,2013,3,54,Changping
2013,3,51,Aotizhongxin,2013,3,44,Changping
2013,3,44,Aotizhongxin,2013,3,45,Changping
2013,3,51,Aotizhongxin,2013,3,51,Changping
2013,3,53,Aotizhongxin,2013,3,52,Changping
2013,3,62,Aotizhongxin,2013,3,56,Changping
2013,3,78,Aotizhongxin,2013,3,65,Changping
2013,3,79,Aotizhongxin,2013,3,69,Changping
2013,3,80,Aotizhongxin,2013,3,68,Changping
2013,3,81,Aotizhongxin,2013,3,67,Changping
2013,3,77,Aotizhongxin,2013,3,84,Changping
2013,3,84,Aotizhongxin,2013,3,97,Changping
2013,3,89,Aotizhongxin,2013,3,90,Changping
2013,3,86,Aotizhongxin,2013,3,87,Changping
2013,3,63,Aotizhongxin,2013,3,19,Changping
